Código do Item,Descrição do Item,Grupo,Classe,PDM,Status,Sustentável
102989,"ASPIRADOR - LEITE MATERNO, ASPIRADOR / COMPONENTE - SUCCAO LEITE MA NOME","65: EQUIPAMENTOS E ARTIGOS PARA USO MÉDICO, DENTÁRIO E VETERINÁ-RIO                                                         ","6515: INSTRUMENTOS, EQUIPAMENTOS E SUPRIMENTOS MÉDICOS  E  CIRÚRGICOS                                                         ",03090: ASPIRADOR - LEITE MATERNO                                                                           ,Inativo,Não
102997,"SURFACTANTE PULMONAR, SURFACTANTE PULMONAR NOME","65: EQUIPAMENTOS E ARTIGOS PARA USO MÉDICO, DENTÁRIO E VETERINÁ-RIO                                                         ",6505: DROGAS E MEDICAMENTOS                                                                                                   ,12437: SURFACTANTE PULMONAR                                                                                ,Inativo,Não
103004,"GRANADA, GRANADA NOME",13: MUNIÇÕES E EXPLOSIVOS                                                                                                   ,1330: GRANADAS                                                                                                                ,08079: GRANADA                                                                                             ,Ativo,Não
103012,"ESTENSIOMETRO ( TESTE DE  SENSIBILIDADE CUTANEA / PELE ), ESTENSIOMETRO ( TESTE DE  SENSIBILIDADE NOME","65: EQUIPAMENTOS E ARTIGOS PARA USO MÉDICO, DENTÁRIO E VETERINÁ-RIO                                                         ","6515: INSTRUMENTOS, EQUIPAMENTOS E SUPRIMENTOS MÉDICOS  E  CIRÚRGICOS                                                         ",07121: ESTENSIOMETRO ( TESTE DE  SENSIBILIDADE CUTANEA / PELE )                                            ,Inativo,Não
103020,"SERINGA DESCARTÁVEL*, MICROSSERINGA NOME","65: EQUIPAMENTOS E ARTIGOS PARA USO MÉDICO, DENTÁRIO E VETERINÁ-RIO                                                         ","6515: INSTRUMENTOS, EQUIPAMENTOS E SUPRIMENTOS MÉDICOS  E  CIRÚRGICOS                                                         ",00380: SERINGA DESCARTÁVEL*                                                                                ,Inativo,Não
103039,"LEITORA CÓDIGO BARRA, LEITORA DE CODIGO DE BARRA / CMC7 / CART NOME","70: INFORMÁTICA - EQUIPAMENTOS,  PEÇAS, ACESSÓRIOS E SUPRIMENTOSDE TIC                                                      ",7040: EQUIPAMENTOS DE ENTRADA DE DADOS                                                                                        ,00227: LEITORA CÓDIGO BARRA                                                                                ,Inativo,Não
103047,"ESTAÇÃO TRABALHO PROCESSAMENTO DE DADOS, ESTACAO TRABALHO - PROCESSAMENTO DE DADO NOME","70: INFORMÁTICA - EQUIPAMENTOS,  PEÇAS, ACESSÓRIOS E SUPRIMENTOSDE TIC                                                      ",7010: COMPUTADORES                                                                                                            ,07086: ESTAÇÃO TRABALHO PROCESSAMENTO DE DADOS                                                           ,Ativo,Não
103055,"CAL SODADA, CAL SODADA ( REMEDIO ) NOME",68: SUBSTÂNCIAS E PRODUTOS QUÍMICOS                                                                                         ,6850: ESPECIALIDADES QUÍMICAS DIVERSAS                                                                                        ,04186: CAL SODADA                                                                                          ,Inativo,Não
103063,"BOMBA DE INFUSÃO, APARELHO DETERMINACAO DE GLICOSE NOME","65: EQUIPAMENTOS E ARTIGOS PARA USO MÉDICO, DENTÁRIO E VETERINÁ-RIO                                                         ","6515: INSTRUMENTOS, EQUIPAMENTOS E SUPRIMENTOS MÉDICOS  E  CIRÚRGICOS                                                         ",02758: BOMBA DE INFUSÃO                                                                                    ,Inativo,Não
103071,"CARPULE, CARPULE NOME","65: EQUIPAMENTOS E ARTIGOS PARA USO MÉDICO, DENTÁRIO E VETERINÁ-RIO                                                         ","6515: INSTRUMENTOS, EQUIPAMENTOS E SUPRIMENTOS MÉDICOS  E  CIRÚRGICOS                                                         ",04563: CARPULE                                                                                             ,Inativo,Não
10308,"MUNICAO SECCIONADA, MUNICAO SECCIONADA NOME",69: APARELHOS E ACESSÓRIOS PARA TREINAMENTO                                                                                 ,6920: ACESSÓRIOS PARA TREINAMENTO DE ARMAMENTO                                                                                ,10022: MUNICAO SECCIONADA                                                                                  ,Ativo,Não
103080,"IMPRESSORA OFF SET - PLANA / ROTATIVA, IMPRESSORA OFF SET - PLANA / ROTATIVA NOME",36: MÁQUINAS PARA INDÚSTRIAS ESPECIALIZADAS                                                                                 ,"3610: EQUIPAMENTO PARA IMPRESSÃO, DUPLICAÇÃO E ENCADERNAÇÃO                                                                   ",08319: IMPRESSORA OFF SET - PLANA / ROTATIVA                                                               ,Ativo,Não
103098,"FRUTA - CONCENTRADO / POLPA, FRUTA - CONCENTRADO / POLPA NOME",89: SUBSISTÊNCIA                                                                                                            ,"8915: FRUTAS, VERDURAS E LEGUMES                                                                                              ",07847: FRUTA - CONCENTRADO / POLPA                                                                         ,Inativo,Não
1031,"DISCO EMBALAGEM, PAPEL EMBALAGEM NOME",81: RECIPIENTES E MATERIAIS PARA ACONDICIONAMENTO E EMBALAGEM                                                               ,8135: MATERIAIS A GRANEL PARA ACONDICIONAMENTO E EMBALAGEM                                                                    ,10374: DISCO EMBALAGEM                                                                                     ,Inativo,Não
103101,"SOLVENTE, SOLVENTE PARA VERNIZ NOME","80: PINCÉIS, TINTAS, VEDANTES E ADESIVOS                                                                                    ","8010: TINTAS, VERNIZES E PRODUTOS CORRELATOS                                                                                  ",01299: SOLVENTE                                                                                            ,Inativo,Não
103110,"DIMETILAMINO, PERCLORATO DE AMONIO NOME",68: SUBSTÂNCIAS E PRODUTOS QUÍMICOS                                                                                         ,6810: PRODUTOS QUÍMICOS                                                                                                       ,10646: DIMETILAMINO                                                                                        ,Inativo,Não
103128,"SISTEMA DE LIMPEZA / MANUTENCAO DE MATERIAL BELICO PORTATIL, SISTEMA DE LIMPEZA / MANUTENCAO DE MATER NOME",10: ARMAMENTO                                                                                                               ,1095: ARMAMENTOS DIVERSOS                                                                                                     ,12124: SISTEMA DE LIMPEZA / MANUTENCAO DE MATERIAL BELICO PORTATIL                                         ,Ativo,Não
103136,"MESA VIBRADORA - USO GRAFICO, MESA VIBRADORA - USO GRAFICO NOME",36: MÁQUINAS PARA INDÚSTRIAS ESPECIALIZADAS                                                                                 ,"3610: EQUIPAMENTO PARA IMPRESSÃO, DUPLICAÇÃO E ENCADERNAÇÃO                                                                   ",09666: MESA VIBRADORA - USO GRAFICO                                                                        ,Ativo,Não
103144,"CONJUNTO PARA AUTOMACAO DE GUILHOTINA, CONJUNTO PARA AUTOMACAO DE GUILHOTINA NOME",36: MÁQUINAS PARA INDÚSTRIAS ESPECIALIZADAS                                                                                 ,"3610: EQUIPAMENTO PARA IMPRESSÃO, DUPLICAÇÃO E ENCADERNAÇÃO                                                                   ",05767: CONJUNTO PARA AUTOMACAO DE GUILHOTINA                                                               ,Ativo,Não
103152,"ELEVADOR HIDRAULICO PARA GUILHOTINA, ELEVADOR HIDRAULICO PARA GUILHOTINA NOME",36: MÁQUINAS PARA INDÚSTRIAS ESPECIALIZADAS                                                                                 ,"3610: EQUIPAMENTO PARA IMPRESSÃO, DUPLICAÇÃO E ENCADERNAÇÃO                                                                   ",06480: ELEVADOR HIDRAULICO PARA GUILHOTINA                                                                 ,Ativo,Não
10316,"PLANTA PARA TREINAMENTO, PLANTA PARA TREINAMENTO NOME",69: APARELHOS E ACESSÓRIOS PARA TREINAMENTO                                                                                 ,6910: ACESSÓRIOS PARA TREINAMENTO                                                                                             ,10883: PLANTA PARA TREINAMENTO                                                                             ,Ativo,Não
103160,"MESA PNEUMATICA - USO GRAFICO, MESA PNEUMATICA - USO GRAFICO NOME",36: MÁQUINAS PARA INDÚSTRIAS ESPECIALIZADAS                                                                                 ,"3610: EQUIPAMENTO PARA IMPRESSÃO, DUPLICAÇÃO E ENCADERNAÇÃO                                                                   ",09657: MESA PNEUMATICA - USO GRAFICO                                                                       ,Ativo,Não
103179,"GELÉIA FRUTA, GELEIA DE FRUTA NOME",89: SUBSISTÊNCIA                                                                                                            ,"8930: GELEIAS, CONSERVAS E GELATINAS                                                                                          ",00923: GELÉIA FRUTA                                                                                      ,Ativo,Não
103187,"IOGURTE, IOGURTE NOME",89: SUBSISTÊNCIA                                                                                                            ,8910: OVOS E LATICÍNIOS                                                                                                       ,00837: IOGURTE                                                                                           ,Inativo,Não
103195,"OGIVA BELICA, OGIVA BELICA NOME",13: MUNIÇÕES E EXPLOSIVOS                                                                                                   ,1395: COMPONENTES DIVERSOS DE MUNIÇÃO                                                                                         ,10159: OGIVA BELICA                                                                                        ,Ativo,Não
103209,"PNEU - AERONAVE, PNEU - AERONAVE NOME",26: PNEUS E CÂMARAS DE AR                                                                                                   ,2620: PNEUS E CÂMARAS DE AR DE AERONAVES                                                                                      ,10916: PNEU - AERONAVE                                                                                     ,Inativo,Não
